aX,aY,aZ,gX,gY,gZ
0.565,0.499,-1.024,5.249,-15.442,4.456
0.481,0.564,-0.946,5.737,-7.324,3.784
0.422,0.605,-0.865,5.676,-0.244,-1.343
0.399,0.640,-0.807,3.052,6.104,-9.949
0.354,0.663,-0.773,-0.549,10.193,-17.334
0.309,0.666,-0.759,-3.784,12.085,-20.874
0.310,0.645,-0.754,-6.348,11.658,-21.362
0.314,0.612,-0.760,-6.836,6.409,-17.822
0.329,0.595,-0.759,-7.202,-0.793,-9.583
0.337,0.583,-0.755,-7.568,-8.301,-1.038
0.352,0.577,-0.745,-6.775,-14.832,6.409
0.356,0.580,-0.738,-6.104,-18.799,12.207
0.352,0.583,-0.736,-5.310,-19.226,15.442
0.331,0.572,-0.741,-5.249,-17.944,16.541
0.332,0.564,-0.734,-5.981,-14.099,13.062
0.307,0.542,-0.730,-5.249,-10.254,6.592
0.270,0.517,-0.731,-3.479,-8.240,2.502
0.254,0.512,-0.728,-4.150,-9.460,1.892
0.259,0.525,-0.722,-6.042,-13.000,1.831
0.265,0.538,-0.722,-6.409,-16.357,2.014
0.276,0.545,-0.726,-5.310,-18.555,2.625
0.288,0.553,-0.739,-5.310,-19.531,3.906
0.304,0.550,-0.752,-6.531,-19.592,5.310
0.314,0.552,-0.764,-8.484,-18.188,7.080
0.330,0.552,-0.784,-9.216,-15.564,7.324
0.328,0.538,-0.783,-8.728,-13.062,6.409
0.326,0.528,-0.778,-8.301,-11.780,6.042
0.327,0.528,-0.774,-7.996,-11.597,5.432
0.343,0.529,-0.778,-7.446,-12.634,4.944
0.369,0.531,-0.778,-7.202,-14.404,5.737
0.388,0.536,-0.777,-7.446,-16.479,7.446
0.382,0.538,-0.783,-8.240,-17.578,8.240
0.368,0.522,-0.789,-8.179,-17.212,7.568
0.352,0.497,-0.792,-7.507,-16.907,6.592
0.332,0.476,-0.798,-6.531,-16.357,6.165
0.306,0.468,-0.788,-5.737,-15.747,5.615
0.295,0.476,-0.769,-5.066,-15.381,5.310
0.296,0.495,-0.750,-4.944,-15.503,4.333
0.312,0.504,-0.741,-5.432,-15.442,2.441
0.333,0.495,-0.748,-5.676,-14.893,-0.122
0.352,0.489,-0.756,-5.554,-13.855,-2.197
0.355,0.487,-0.757,-5.859,-13.611,-2.502
0.349,0.491,-0.751,-6.531,-13.977,-1.892
0.339,0.502,-0.745,-6.714,-13.916,-0.671
0.336,0.501,-0.740,-6.348,-13.367,0.061
0.335,0.490,-0.739,-5.249,-13.184,0.366
0.325,0.476,-0.742,-4.578,-13.550,0.122
0.310,0.461,-0.742,-4.456,-14.832,-0.671
0.289,0.453,-0.742,-4.517,-16.174,-1.343
0.285,0.444,-0.741,-4.700,-18.250,-2.747
0.308,0.442,-0.747,-4.456,-20.508,-3.845
0.320,0.444,-0.745,-4.211,-22.583,-4.517
0.322,0.452,-0.742,-5.493,-23.560,-6.653
0.341,0.454,-0.732,-5.615,-23.010,-10.315
0.365,0.456,-0.728,-4.944,-22.949,-13.428
0.382,0.475,-0.734,-5.554,-23.560,-15.198
0.406,0.485,-0.745,-6.958,-22.827,-15.930
0.421,0.474,-0.754,-9.277,-21.790,-15.381
0.428,0.464,-0.757,-11.292,-21.667,-14.771
0.428,0.447,-0.757,-11.841,-22.339,-13.855
0.427,0.439,-0.753,-11.536,-23.193,-12.817
0.427,0.451,-0.745,-11.414,-23.804,-11.475
0.430,0.471,-0.730,-11.536,-23.926,-10.071
0.425,0.479,-0.710,-12.268,-24.536,-9.033
0.422,0.484,-0.685,-13.916,-25.391,-8.057
0.413,0.490,-0.677,-15.991,-26.672,-7.874
0.434,0.493,-0.677,-18.066,-26.306,-9.460
0.461,0.477,-0.679,-20.325,-26.062,-9.705
0.475,0.455,-0.690,-23.132,-27.161,-9.338
0.485,0.439,-0.698,-26.001,-28.259,-9.460
0.503,0.429,-0.710,-27.954,-27.283,-8.972
0.521,0.410,-0.728,-29.053,-25.391,-8.545
0.530,0.385,-0.739,-30.090,-23.804,-9.338
0.536,0.362,-0.747,-29.724,-22.034,-10.132
0.548,0.353,-0.760,-28.015,-20.752,-10.376
0.557,0.363,-0.753,-26.367,-20.630,-9.155
0.556,0.384,-0.738,-25.269,-20.813,-6.409
0.554,0.393,-0.737,-25.208,-20.630,-5.066
0.550,0.376,-0.739,-25.330,-19.958,-5.310
1.464,-0.273,-1.608,-1.526,4.150,-13.611
1.687,-0.425,-1.808,5.676,-2.808,-1.282
1.838,-0.614,-2.012,16.602,-5.493,17.334
1.887,-0.801,-2.147,33.386,-1.099,39.001
1.770,-0.898,-2.142,50.232,8.484,56.702
1.513,-0.861,-1.941,67.749,22.339,65.491
1.249,-0.741,-1.662,85.205,38.757,68.115
1.069,-0.667,-1.476,98.755,56.702,66.589
0.970,-0.626,-1.315,108.582,71.472,61.035
0.833,-0.560,-1.186,120.178,80.261,54.443
0.646,-0.471,-1.015,134.827,85.510,51.208
0.484,-0.309,-0.776,149.292,90.637,54.016
0.346,-0.117,-0.537,159.058,96.313,61.584
0.198,0.038,-0.361,162.415,101.135,64.453
0.084,0.160,-0.239,160.156,106.445,56.641
0.073,0.314,-0.114,157.227,114.441,43.396
0.080,0.487,0.022,153.870,123.352,32.349
0.054,0.661,0.171,151.794,130.798,25.696
-0.048,0.822,0.327,151.123,135.193,24.963
-0.239,0.959,0.501,147.339,135.559,29.419
-0.456,1.112,0.659,134.644,132.935,36.255
-0.689,1.267,0.813,114.868,128.845,41.992
-0.958,1.450,0.937,91.370,124.329,49.316
-1.273,1.600,1.045,65.552,113.403,54.504
-1.506,1.647,1.015,40.405,93.811,48.340
-1.529,1.569,0.926,16.785,68.054,30.029
-1.330,1.419,0.729,6.348,36.926,10.437
-0.987,1.183,0.427,7.874,4.028,-3.540
-0.544,0.915,0.099,12.634,-19.714,-15.198
-0.101,0.719,-0.187,5.981,-31.921,-26.184
0.221,0.584,-0.454,0.488,-39.246,-32.593
0.393,0.488,-0.712,1.282,-45.227,-35.461
0.488,0.400,-0.902,5.859,-49.866,-39.673
0.543,0.325,-1.055,8.545,-50.476,-43.823
0.564,0.288,-1.154,8.667,-45.898,-42.480
0.587,0.301,-1.205,9.277,-38.025,-35.278
0.591,0.353,-1.165,9.033,-29.053,-27.283
0.582,0.452,-1.081,9.155,-22.400,-20.508
0.534,0.586,-0.999,12.207,-17.273,-14.526
0.476,0.696,-0.933,12.939,-10.620,-10.803
0.446,0.745,-0.882,9.766,-3.479,-12.085
0.412,0.754,-0.828,7.324,0.305,-14.526
0.369,0.771,-0.776,5.737,2.563,-15.320
0.346,0.784,-0.737,5.310,4.272,-14.648
0.339,0.784,-0.710,5.615,5.005,-12.512
0.335,0.781,-0.689,5.493,4.395,-9.155
0.346,0.781,-0.672,4.944,3.723,-4.822
0.338,0.786,-0.655,3.967,2.930,-0.854
0.323,0.782,-0.638,2.625,2.625,1.099
0.314,0.766,-0.638,1.160,3.601,1.221
0.275,0.726,-0.651,-0.549,4.700,1.221
0.231,0.678,-0.663,-1.099,4.150,0.854
0.206,0.649,-0.668,-0.244,1.831,2.014
0.211,0.651,-0.676,0.366,-1.465,4.517
0.240,0.655,-0.682,0.793,-4.578,7.324
0.251,0.664,-0.681,1.587,-7.629,9.094
0.254,0.672,-0.679,2.441,-9.766,9.338
0.266,0.673,-0.679,3.113,-10.498,9.644
0.285,0.666,-0.684,3.845,-9.949,10.803
0.281,0.668,-0.672,4.211,-9.766,12.207
0.254,0.691,-0.652,3.662,-10.193,13.367
0.219,0.715,-0.626,2.441,-10.010,13.672
0.199,0.738,-0.601,0.854,-9.033,13.184
0.182,0.760,-0.584,-1.038,-8.606,12.634
0.163,0.763,-0.574,-2.502,-9.216,12.146
0.144,0.751,-0.571,-3.052,-10.315,11.353
0.125,0.741,-0.570,-3.296,-11.719,10.986
0.122,0.738,-0.575,-4.211,-12.756,10.925
0.126,0.730,-0.573,-4.517,-13.550,10.071
0.135,0.723,-0.567,-3.479,-14.526,9.033
0.149,0.719,-0.566,-2.808,-15.869,9.399
0.165,0.711,-0.565,-2.747,-17.212,11.047
0.169,0.714,-0.560,-3.235,-18.127,13.489
0.166,0.723,-0.563,-4.028,-18.921,14.709
0.169,0.714,-0.575,-4.822,-18.921,12.695
0.169,0.681,-0.593,-4.517,-18.005,8.606
0.165,0.635,-0.607,-2.563,-16.968,5.005
0.165,0.612,-0.602,0.366,-15.869,4.028
0.169,0.633,-0.600,3.052,-15.015,5.737
0.192,0.636,-0.603,4.761,-13.855,5.920
0.206,0.638,-0.600,5.615,-10.986,4.700
0.216,0.664,-0.604,3.967,-7.141,3.845
0.252,0.672,-0.624,0.671,-2.869,2.502
0.308,0.651,-0.648,-0.916,1.465,1.648
0.337,0.619,-0.682,0.671,4.639,2.258
0.304,0.584,-0.685,3.784,5.371,5.981
0.249,0.575,-0.674,3.845,5.005,14.526
0.217,0.576,-0.656,0.854,5.615,25.085
0.185,0.597,-0.632,-3.845,6.592,33.508
0.164,0.631,-0.616,-7.568,7.812,37.598
0.167,0.643,-0.627,-8.850,9.216,37.109
0.204,0.617,-0.658,-8.545,9.277,32.898
0.239,0.585,-0.687,-5.615,7.690,27.527
0.310,0.574,-0.716,-1.709,7.385,23.193
0.346,0.580,-0.734,1.526,7.996,23.560
0.312,0.601,-0.703,1.404,7.874,25.879
0.256,0.649,-0.667,-1.892,8.972,24.597
0.152,0.689,-0.643,-5.737,10.742,21.301
0.044,0.676,-0.610,-10.132,9.644,15.869
0.045,0.665,-0.614,-13.550,7.202,9.644
0.128,0.673,-0.644,-15.015,4.089,6.592
0.172,0.669,-0.670,-16.235,-0.427,7.019
0.201,0.645,-0.698,-19.653,-4.150,8.118
0.269,0.622,-0.740,-23.254,-4.639,9.460
0.345,0.600,-0.778,-23.437,-2.380,10.254
0.379,0.587,-0.804,-22.034,0.427,8.179
0.367,0.561,-0.810,-20.447,5.005,3.174
0.299,0.551,-0.795,-19.958,11.414,-1.038
0.179,0.569,-0.759,-22.705,16.052,-2.686
0.078,0.611,-0.725,-26.306,15.869,-3.540
0.007,0.660,-0.714,-28.198,10.010,-5.310
0.020,0.676,-0.739,-30.518,1.404,-8.911
0.097,0.646,-0.779,-33.875,-9.094,-11.169
0.172,0.625,-0.799,-38.147,-22.949,-8.606
0.250,0.629,-0.814,-41.931,-35.889,-3.845
0.333,0.615,-0.845,-44.067,-43.518,-0.549
0.387,0.555,-0.861,-45.349,-45.593,-0.366
0.411,0.505,-0.872,-45.776,-43.579,-2.258
0.406,0.478,-0.894,-45.593,-36.987,-3.906
1.205,0.010,-1.606,-31.494,17.273,-43.213
1.432,-0.194,-1.867,-19.226,17.456,-50.110
1.593,-0.430,-2.092,7.446,15.747,-55.359
1.709,-0.645,-2.244,43.274,15.259,-45.837
1.729,-0.710,-2.248,74.036,14.465,-17.700
1.690,-0.665,-2.174,90.881,12.207,12.939
1.690,-0.621,-2.040,93.262,14.282,32.166
1.706,-0.581,-1.897,91.431,25.330,40.222
1.717,-0.561,-1.763,94.482,40.405,43.579
1.801,-0.638,-1.717,103.394,59.265,44.495
1.772,-0.776,-1.662,118.652,78.979,48.035
1.510,-0.804,-1.534,135.681,95.276,58.411
1.122,-0.761,-1.346,151.306,111.511,72.021
0.735,-0.643,-1.083,163.574,126.343,88.135
0.369,-0.447,-0.715,176.147,136.292,107.117
0.051,-0.169,-0.339,192.932,137.939,122.986
-0.217,0.104,0.060,210.693,127.014,133.728
-0.394,0.400,0.455,223.328,106.201,142.700
-0.568,0.751,0.846,225.647,86.182,157.471
-0.740,1.086,1.219,214.783,78.064,175.781
-0.964,1.354,1.513,184.448,87.158,186.462
-1.224,1.502,1.718,137.146,109.253,176.270
-1.535,1.492,1.793,93.689,137.146,140.991
-1.904,1.297,1.772,67.139,165.283,88.745
-2.291,1.149,1.637,48.523,174.255,32.593
-2.523,1.109,1.393,27.344,155.884,-16.785
-2.380,1.072,1.054,10.681,121.887,-54.871
-1.897,0.919,0.657,9.888,79.529,-73.120
-1.242,0.679,0.295,11.414,35.583,-73.303
-0.567,0.479,-0.057,7.874,-0.549,-62.866
-0.053,0.365,-0.405,7.263,-30.884,-47.485
0.301,0.354,-0.679,5.554,-52.307,-36.255
0.500,0.401,-0.888,1.221,-61.096,-33.142
0.607,0.443,-1.024,-1.831,-57.312,-35.950
0.655,0.486,-1.113,-3.296,-44.556,-41.809
0.638,0.529,-1.167,-2.319,-31.006,-46.204
0.625,0.595,-1.178,-1.221,-17.761,-46.509
0.631,0.666,-1.159,-0.977,-7.507,-44.373
0.575,0.703,-1.111,2.625,-4.822,-35.645
0.489,0.754,-1.034,8.301,-6.348,-19.653
0.428,0.852,-0.929,14.038,-7.629,-3.479
0.395,0.962,-0.816,18.555,-8.728,6.897
0.362,1.042,-0.703,19.958,-7.996,12.024
0.325,1.093,-0.610,17.212,-4.028,15.137
0.284,1.107,-0.541,12.024,0.671,16.357
0.239,1.094,-0.503,6.287,6.409,15.930
0.191,1.064,-0.500,0.671,11.536,13.855
0.159,1.004,-0.520,-2.930,16.174,9.705
0.152,0.917,-0.556,-3.906,20.081,6.775
0.137,0.834,-0.587,-3.601,20.874,7.202
0.094,0.775,-0.598,-2.869,17.883,9.583
0.046,0.740,-0.604,-1.404,11.353,11.841
0.006,0.726,-0.599,1.221,3.845,13.428
0.001,0.728,-0.595,3.723,-1.892,15.503
0.013,0.728,-0.591,6.226,-5.310,17.151
0.027,0.738,-0.568,8.606,-8.423,18.677
0.021,0.781,-0.541,9.583,-11.719,19.775
0.010,0.826,-0.511,8.545,-14.038,20.569
-0.000,0.857,-0.485,6.958,-14.221,19.958
-0.036,0.891,-0.451,4.272,-13.855,17.883
-0.056,0.908,-0.452,1.404,-12.695,13.916
-0.049,0.891,-0.450,-2.869,-10.742,10.132
-0.043,0.862,-0.450,-4.883,-10.559,7.935
-0.072,0.841,-0.437,-4.944,-12.939,8.545
-0.111,0.845,-0.415,-5.676,-15.442,9.705
-0.152,0.868,-0.386,-7.812,-17.395,9.583
-0.166,0.878,-0.376,-10.559,-18.066,8.057
-0.176,0.855,-0.385,-12.207,-19.104,5.249
-0.177,0.836,-0.400,-13.977,-20.264,1.892
-0.182,0.819,-0.427,-16.785,-22.827,-0.793
-0.161,0.792,-0.462,-20.447,-25.818,-2.625
-0.097,0.754,-0.497,-22.644,-27.771,-4.333
-0.031,0.713,-0.530,-22.583,-29.419,-5.676
-0.006,0.682,-0.551,-20.874,-31.311,-5.737
-0.013,0.661,-0.548,-19.165,-33.325,-4.639
-0.042,0.655,-0.527,-18.738,-34.546,-3.479
-0.077,0.669,-0.499,-19.043,-35.583,-2.563
-0.111,0.697,-0.458,-19.958,-37.231,-1.953
-0.115,0.744,-0.424,-22.095,-39.368,-2.441
-0.079,0.796,-0.414,-26.978,-42.114,-4.639
-0.029,0.831,-0.435,-33.875,-45.105,-9.216
0.039,0.825,-0.493,-41.443,-47.485,-14.465
0.127,0.761,-0.573,-48.096,-48.645,-17.578
0.216,0.674,-0.656,-52.612,-48.767,-18.677
0.289,0.568,-0.730,-53.589,-47.607,-18.799
0.330,0.485,-0.784,-49.438,-45.227,-15.320
0.315,0.443,-0.800,-42.053,-42.847,-8.850
0.268,0.462,-0.788,-33.325,-41.138,-2.502
0.175,0.504,-0.728,-25.574,-41.931,3.357
0.087,0.593,-0.657,-20.996,-43.457,8.179
0.050,0.713,-0.612,-21.423,-45.654,7.935
0.035,0.773,-0.576,-27.344,-49.622,0.977
0.108,0.777,-0.603,-36.377,-51.208,-8.179
0.218,0.727,-0.646,-45.410,-50.354,-15.137
0.310,0.663,-0.709,-51.636,-48.157,-17.700
0.383,0.581,-0.781,-53.589,-45.349,-17.578
0.418,0.496,-0.825,-51.392,-42.542,-17.090
0.416,0.446,-0.845,-44.556,-40.405,-13.489
0.381,0.429,-0.838,-35.889,-40.771,-6.592
0.326,0.463,-0.794,-28.198,-42.542,-0.122
0.267,0.528,-0.724,-22.705,-45.166,4.578
0.210,0.625,-0.659,-20.447,-47.302,6.165
0.206,0.702,-0.625,-23.499,-47.424,3.662
0.235,0.739,-0.609,-34.180,-45.532,-3.113
0.290,0.720,-0.639,-47.485,-40.283,-13.855
0.339,0.641,-0.681,-57.190,-33.630,-26.123
0.392,0.559,-0.751,-62.927,-28.320,-34.485
0.436,0.450,-0.825,-63.721,-24.963,-36.743
0.442,0.345,-0.877,-59.265,-25.085,-33.264
0.425,0.272,-0.906,-50.598,-28.320,-25.085
0.368,0.256,-0.890,-40.588,-33.203,-13.672
0.310,0.290,-0.838,-30.212,-39.307,-3.723
0.250,0.381,-0.776,-19.714,-46.082,3.967
0.214,0.479,-0.711,-14.404,-52.979,6.531
0.246,0.550,-0.669,-17.639,-56.946,1.526
0.321,0.590,-0.679,-26.733,-55.115,-7.202
0.400,0.572,-0.709,-36.682,-50.354,-19.836
0.474,0.526,-0.763,-45.654,-43.579,-33.203
0.534,0.465,-0.825,-52.979,-36.743,-43.762
1.526,-0.129,-1.385,12.817,18.921,-13.550
1.639,-0.224,-1.480,19.897,22.888,-9.399
1.750,-0.339,-1.536,28.076,25.757,-1.770
1.776,-0.441,-1.625,39.673,26.978,6.226
1.766,-0.507,-1.636,55.725,32.104,14.343
1.690,-0.540,-1.607,73.364,42.480,21.729
1.559,-0.552,-1.489,91.858,59.265,29.053
1.364,-0.492,-1.251,107.422,79.651,37.903
1.144,-0.386,-1.024,118.774,98.389,48.157
0.907,-0.277,-0.836,124.023,113.831,55.237
0.666,-0.180,-0.646,122.498,125.610,56.091
0.523,-0.109,-0.541,117.310,135.437,49.011
0.424,-0.042,-0.479,117.065,143.188,36.133
0.336,0.010,-0.458,120.178,154.602,23.804
0.276,0.028,-0.467,126.099,163.025,10.620
0.247,0.042,-0.501,136.353,169.128,0.061
0.207,0.084,-0.486,148.376,171.631,-0.244
0.129,0.151,-0.397,163.330,171.509,13.367
0.038,0.224,-0.245,181.458,172.913,38.879
-0.021,0.313,-0.042,199.280,177.673,71.655
-0.149,0.395,0.179,214.111,179.443,105.469
-0.275,0.452,0.427,221.802,180.603,136.108
-0.446,0.509,0.608,217.896,183.411,163.757
-0.590,0.603,0.837,196.899,187.317,178.833
-0.768,0.753,0.992,172.241,185.852,178.772
-0.940,0.963,0.973,147.400,187.073,165.588
-1.052,1.214,0.937,105.530,190.552,142.822
-1.131,1.447,0.920,77.271,180.969,113.342
-1.190,1.647,0.760,71.533,164.307,78.979
-1.217,1.721,0.553,78.918,134.888,44.189
-1.209,1.687,0.349,90.393,93.811,13.916
-1.117,1.559,0.171,90.393,50.964,-7.324
-0.927,1.406,0.054,72.327,13.306,-15.747
-0.680,1.236,-0.054,44.373,-13.733,-12.573
-0.370,1.123,-0.155,17.761,-31.067,-6.348
-0.141,0.993,-0.272,-2.808,-35.828,-9.033
-0.038,0.825,-0.377,-16.113,-30.273,-15.747
0.066,0.719,-0.480,-14.648,-23.682,-14.832
0.107,0.698,-0.589,-6.653,-22.278,-12.878
0.131,0.732,-0.653,-4.395,-23.010,-10.254
0.118,0.755,-0.678,-6.348,-26.367,-5.859
0.085,0.775,-0.686,-8.911,-29.602,-2.258
0.048,0.778,-0.689,-10.437,-30.762,-0.732
0.025,0.772,-0.696,-10.376,-29.602,-0.305
0.016,0.769,-0.695,-9.644,-25.635,-0.793
0.013,0.767,-0.688,-8.423,-20.630,-1.343
0.007,0.773,-0.674,-6.714,-16.418,-2.136
-0.013,0.779,-0.658,-5.005,-13.855,-4.211
-0.033,0.782,-0.636,-3.479,-11.902,-6.592
-0.049,0.789,-0.611,-2.930,-10.803,-8.484
-0.066,0.813,-0.592,-3.296,-10.193,-8.606
-0.087,0.846,-0.578,-2.930,-10.742,-6.958
-0.083,0.874,-0.554,-2.869,-12.390,-4.761
-0.070,0.893,-0.528,-3.296,-14.404,-2.197
-0.063,0.911,-0.506,-4.395,-16.479,0.549
-0.068,0.920,-0.477,-7.324,-18.616,2.869
-0.084,0.923,-0.445,-10.986,-19.897,4.211
-0.103,0.916,-0.415,-14.954,-19.165,3.906
-0.131,0.902,-0.390,-19.226,-17.578,2.319
-0.161,0.890,-0.371,-23.376,-15.930,-0.061
-0.192,0.873,-0.365,-26.917,-14.648,-2.808
-0.228,0.857,-0.361,-29.175,-15.564,-5.249
-0.255,0.851,-0.364,-31.250,-17.883,-7.874
-0.256,0.842,-0.376,-32.532,-20.508,-9.888
-0.223,0.826,-0.391,-33.264,-22.522,-10.803
-0.189,0.803,-0.399,-33.997,-25.818,-10.498
-0.162,0.786,-0.404,-34.729,-31.250,-10.132
-0.144,0.782,-0.418,-34.546,-36.194,-8.362
-0.130,0.771,-0.431,-33.569,-40.527,-5.859
-0.119,0.750,-0.453,-32.288,-44.312,-3.662
-0.100,0.745,-0.475,-30.640,-48.218,-1.953
-0.077,0.751,-0.497,-28.137,-52.612,-0.244
-0.057,0.761,-0.514,-25.757,-57.373,1.160
-0.044,0.772,-0.534,-24.231,-62.195,2.991
-0.015,0.771,-0.556,-24.536,-65.552,5.310
0.011,0.763,-0.574,-26.001,-67.688,7.690
0.028,0.750,-0.590,-26.978,-69.092,9.644
0.067,0.722,-0.606,-26.917,-67.566,10.620
0.104,0.693,-0.619,-26.123,-63.965,11.841
0.112,0.682,-0.630,-25.452,-60.608,13.428
0.102,0.688,-0.637,-25.574,-55.725,13.794
0.098,0.683,-0.638,-25.818,-49.072,12.451
0.081,0.671,-0.636,-26.245,-42.725,10.315
0.056,0.678,-0.630,-28.870,-37.170,7.507
0.033,0.705,-0.628,-32.471,-32.837,3.601
0.002,0.737,-0.620,-36.377,-30.579,0.427
-0.017,0.750,-0.626,-41.199,-29.358,-2.319
-0.004,0.739,-0.641,-45.715,-28.687,-5.127
0.024,0.699,-0.665,-49.072,-29.724,-6.714
0.054,0.639,-0.691,-50.781,-31.860,-5.859
0.061,0.579,-0.715,-50.232,-34.912,-2.747
0.058,0.521,-0.732,-48.157,-37.598,1.038
0.052,0.490,-0.734,-44.861,-40.161,4.395
0.026,0.507,-0.735,-41.443,-43.335,7.141
0.001,0.531,-0.734,-38.330,-45.959,7.080
0.026,0.528,-0.728,-35.278,-46.265,2.991
0.057,0.557,-0.717,-34.424,-48.645,-1.160
0.066,0.620,-0.729,-36.682,-52.979,-2.625
0.080,0.620,-0.738,-39.917,-57.007,-4.639
0.114,0.582,-0.758,-42.053,-59.509,-7.507
0.169,0.539,-0.783,-44.006,-60.913,-9.705
0.212,0.498,-0.800,-45.471,-61.951,-10.132
0.240,0.475,-0.811,-45.044,-62.805,-9.155
0.256,0.470,-0.824,-43.762,-63.171,-7.141
0.259,0.475,-0.831,-42.419,-63.110,-6.104
0.262,0.495,-0.837,-40.344,-62.744,-6.958
0.271,0.514,-0.847,-39.185,-61.890,-10.193
0.286,0.516,-0.859,-39.001,-60.730,-14.648
0.300,0.514,-0.869,-39.612,-60.303,-19.470
0.311,0.520,-0.881,-41.382,-60.974,-23.682
0.325,0.502,-0.885,-43.518,-61.707,-27.466
0.342,0.476,-0.884,-43.884,-62.561,-30.334
0.345,0.463,-0.875,-43.152,-63.660,-31.921
0.340,0.460,-0.861,-42.542,-64.819,-32.227
0.330,0.469,-0.841,-41.809,-66.345,-31.860
0.327,0.482,-0.820,-41.687,-67.444,-31.799
0.346,0.510,-0.797,-41.626,-67.505,-32.837
0.334,0.539,-0.773,-41.931,-68.665,-35.400
0.364,0.550,-0.778,-43.274,-67.749,-37.781
1.278,-0.216,-1.278,-10.803,33.508,-36.926
1.369,-0.327,-1.307,-7.507,35.950,-37.903
1.451,-0.446,-1.354,-9.460,36.743,-36.316
1.538,-0.598,-1.430,-10.315,37.781,-33.325
1.603,-0.743,-1.458,-5.066,38.879,-25.513
1.627,-0.828,-1.472,3.845,38.269,-11.841
1.617,-0.892,-1.490,17.029,41.016,2.380
1.521,-0.920,-1.466,36.926,49.927,17.090
1.336,-0.840,-1.372,60.913,65.308,28.931
1.125,-0.713,-1.226,85.205,83.984,35.645
0.937,-0.548,-1.065,106.262,101.501,38.818
0.738,-0.377,-0.931,121.094,114.868,40.344
0.539,-0.216,-0.817,132.019,125.610,38.330
0.309,-0.058,-0.704,139.526,132.385,32.043
0.173,0.094,-0.632,143.677,141.052,21.912
0.153,0.216,-0.586,149.780,152.039,8.972
0.124,0.345,-0.524,160.583,156.067,-0.916
0.076,0.472,-0.432,170.349,154.724,-1.465
0.012,0.569,-0.341,178.345,152.100,10.376
-0.112,0.638,-0.226,182.495,150.940,32.593
-0.292,0.699,-0.069,178.894,150.208,57.373
-0.525,0.768,0.103,171.082,150.940,80.750
-0.783,0.897,0.288,162.170,147.400,99.304
-1.019,1.074,0.472,150.574,137.817,112.671
-1.167,1.254,0.596,135.437,125.610,114.746
-1.173,1.400,0.670,117.310,111.206,103.882
-1.080,1.508,0.673,95.398,96.741,80.627
-0.939,1.580,0.612,69.885,84.595,46.814
-0.710,1.558,0.480,43.823,79.834,8.118
-0.434,1.377,0.238,24.170,79.956,-29.480
-0.196,1.050,0.010,11.658,76.721,-60.974
-0.013,0.759,-0.232,4.089,69.214,-74.463
0.098,0.548,-0.463,3.967,55.786,-69.275
0.106,0.431,-0.652,9.033,35.645,-52.612
0.057,0.418,-0.768,14.221,12.329,-32.166
0.086,0.459,-0.857,16.663,-5.066,-15.381
0.177,0.488,-0.922,17.944,-16.418,-4.700
0.260,0.486,-0.975,17.273,-23.621,1.404
0.311,0.474,-1.011,17.090,-26.611,5.432
0.344,0.470,-1.034,18.921,-25.146,9.216
0.358,0.485,-1.037,20.630,-19.287,13.611
0.331,0.508,-1.017,23.254,-11.536,17.334
0.304,0.549,-0.986,26.794,-3.235,19.592
0.262,0.609,-0.938,30.334,4.028,20.508
0.197,0.678,-0.886,32.166,9.949,19.897
0.130,0.727,-0.845,32.532,14.343,16.357
0.085,0.749,-0.808,31.738,16.846,11.841
0.063,0.761,-0.782,30.273,16.602,10.254
0.053,0.761,-0.760,28.748,14.221,11.780
0.048,0.761,-0.736,27.771,10.315,14.587
0.054,0.760,-0.715,27.649,6.287,17.944
0.058,0.758,-0.703,28.503,2.808,22.400
0.055,0.754,-0.690,29.053,-0.183,26.062
0.047,0.764,-0.675,29.114,-2.197,28.259
0.028,0.777,-0.664,28.320,-2.991,28.625
0.018,0.782,-0.650,26.978,-2.136,27.710
0.008,0.797,-0.640,25.085,-0.793,25.208
-0.016,0.801,-0.632,22.766,-0.244,22.522
-0.042,0.800,-0.624,19.958,-0.183,20.874
-0.061,0.807,-0.618,17.273,-1.221,20.264
-0.064,0.811,-0.614,14.587,-2.197,19.653
-0.060,0.806,-0.610,12.329,-2.930,18.738
-0.054,0.798,-0.605,10.132,-4.333,17.700
-0.055,0.793,-0.606,7.690,-5.798,17.212
-0.060,0.770,-0.612,5.676,-6.592,16.602
-0.062,0.733,-0.613,4.333,-6.287,15.625
-0.068,0.704,-0.607,3.662,-5.127,15.442
-0.083,0.684,-0.596,4.089,-3.601,15.808
-0.106,0.678,-0.575,4.761,-2.563,16.418
-0.134,0.677,-0.549,5.493,-2.502,16.541
-0.172,0.693,-0.516,6.287,-3.906,16.602
-0.207,0.725,-0.491,6.287,-7.141,16.846
-0.223,0.745,-0.467,5.554,-10.803,16.479
-0.220,0.744,-0.441,4.089,-14.526,15.198
-0.203,0.744,-0.419,2.319,-17.944,14.282
-0.203,0.754,-0.399,0.305,-21.301,13.977
-0.208,0.754,-0.377,-2.075,-23.437,12.146
-0.187,0.735,-0.362,-5.249,-23.132,8.972
-0.179,0.725,-0.347,-8.362,-21.851,5.737
-0.201,0.744,-0.334,-11.780,-22.278,2.625
-0.229,0.751,-0.330,-16.174,-22.827,-2.441
-0.220,0.720,-0.341,-21.606,-21.179,-9.827
-0.197,0.693,-0.350,-27.100,-19.470,-17.761
